duplicate_id,event_date,duplicate_mrn,original_mrn,source,department_id,department_name,service_line,contributory_factor_type,contributory_factors,primary_category,status,resolution_type,days_to_resolution,assigned_analyst,facility,patient_age_group,duplicate_score,investigation_time_minutes
749,2026-01-11,7761953,42726748,Patient Portal,8,Behavioral Health,Behavioral Health,Registration Information,Incomplete demographics,Demographics/Registration,Resolved,KND,1,De witt Trunchion,RED BUD ILLINOIS HOSPITAL COMPANY LLC,Adult,99,6
750,2025-11-28,36441058,83739528,Self-schedule,8,Behavioral Health,Behavioral Health,Workflow Issue,Skipped duplicate search,Workflow,Resolved,Merge,7,Patrice MacKegg,RANKIN COUNTY HOSPITAL DISTRICT,Adult,83,161
751,2024-01-23,36787907,74133695,Self-schedule,3,Urgent Care,Ambulatory,Data Entry Error,DOB typo,Date of Birth,Resolved,Split,6,Elmer Leadbeater,FROEDTERT HOLY FAMILY HOSPITAL,Pediatric,66,98
752,2025-05-30,36012496,92090051,Call Center,4,Specialty Clinics,Ambulatory,Data Entry Error,DOB typo,Date of Birth,Resolved,Split,12,Selie Edmed,MONTEFIORE MEDICAL CENTER,Pediatric,97,24
753,2024-05-12,37296931,41219611,Emergency Department,5,Laboratory,Ancillary,Data Entry Error,Name typo,Patient Name,Resolved,Merge,14,Gustie Avesque,JACKSON NORTH HOSPITALIST GROUP LLC,Adult,92,50
754,2025-03-19,9906627,84209268,Internal Registration,2,Emergency Department,Emergency,Workflow Issue,Registration workflow deviation,Workflow,Resolved,Split,3,Neely Alchin,CENTRAL COMMUNITY HOSPITAL,Adult,98,127
755,2024-11-21,94710435,28905376,Patient Portal,8,Behavioral Health,Behavioral Health,Registration Information,Missing insurance information,Insurance Information,Resolved,KND,1,Rhetta Logue,GENESYS MEDICAL CENTER,Adult,87,8
756,2024-07-23,58243091,16918689,Internal Registration,2,Emergency Department,Emergency,Data Entry Error,Name typo,Patient Name,In Progress,Pending,29,Christean Olley,"SAINT LUKE'S HOSPITAL PHYSICIAN BILLING SERVICES, LLC",Pediatric,73,18
757,2026-05-13,27093658,75964231,Registration Kiosk,8,Behavioral Health,Behavioral Health,System Issue,Interface mapping error,System/Interface,Resolved,No Action Required,15,Omar Newbegin,"MONONGAHELA VALLEY HOSPITAL, INC.",Senior,72,21
758,2026-04-18,49929939,40645147,Patient Portal,3,Urgent Care,Ambulatory,Data Entry Error,Name typo,Patient Name,Resolved,No Action Required,6,Mag Blything,ST. VINCENT DUNN HOSPITAL INC.,Adult,79,56
759,2025-02-23,21287402,4539974,Self-schedule,1,Primary Care,Ambulatory,Registration Information,Missing insurance information,Insurance Information,Resolved,Split,12,Anne Flott,BLANCHFIELD ARMY COMMUNITY HOSPITAL,Senior,83,15
760,2024-08-05,61899310,96173777,Internal Registration,3,Urgent Care,Ambulatory,Workflow Issue,Registration workflow deviation,Workflow,Resolved,Merge,14,Hernando Meltetal,PLAINS HOSPITAL CORPORATION,Adult,93,18
761,2024-02-19,15184868,90235073,Internal Registration,3,Urgent Care,Ambulatory,Registration Information,Missing insurance information,Insurance Information,Resolved,Split,6,Rodie Szubert,"SPRING BRANCH MEDICAL CENTER, INC.",Adult,92,10
762,2024-02-23,73573650,94495906,Emergency Department,4,Specialty Clinics,Ambulatory,System Issue,Data synchronization issue,System/Interface,Resolved,No Action Required,10,Danica Andrusyak,MOUNT SINAI HOSPITAL MEDICAL CENTER,Senior,66,9
763,2023-09-01,48006917,67118220,Emergency Department,3,Urgent Care,Ambulatory,Data Entry Error,Name typo,Patient Name,Resolved,KND,9,Caressa Eastup,PRESENCE CHICAGO HOSPITALS NETWORK,Adult,89,17
764,2024-01-18,41256061,18631613,External Interface,6,Radiology,Ancillary,Data Entry Error,Transposed first/last name,Patient Name,Resolved,KND,13,Eb Steart,FORMISEL MEDICAL CENTER CORP,Pediatric,64,10
765,2024-02-04,37176549,6150906,Call Center,2,Emergency Department,Emergency,System Issue,System duplicate creation,System/Interface,Resolved,KND,15,Roderigo Haydon,OKTIBBEHA COUNTY HOSPITAL,Adult,36,106
766,2024-06-12,97052754,46843195,Self-schedule,3,Urgent Care,Ambulatory,Workflow Issue,Skipped duplicate search,Workflow,Resolved,Split,3,Celisse Culver,THE CHILDREN'S HOSPITAL OF ALABAMA,Senior,90,41
767,2023-12-31,63886580,24517962,Self-schedule,6,Radiology,Ancillary,Registration Information,Missing insurance information,Insurance Information,Resolved,Split,10,Lyndell Houltham,"HUMANITARY MEDICAL CENTER, INC.",Adult,64,56
768,2024-03-17,8155774,53751601,Internal Registration,2,Emergency Department,Emergency,Registration Information,Incomplete demographics,Demographics/Registration,Resolved,Merge,11,Dewie Dunthorn,"J.R. MEDICAL CENTER, CORP.",Adult,89,34
769,2024-11-17,13893994,50479877,Registration Kiosk,6,Radiology,Ancillary,Data Entry Error,Name typo,Patient Name,Resolved,KND,4,Caresse Finlaison,PEND OREILLE COUNTY PUBLIC HOSPITAL DISTRICT NO 1,Adult,75,208
770,2024-04-27,1983597,28545205,Internal Registration,8,Behavioral Health,Behavioral Health,Registration Information,Duplicate registration attempt,Registration Process,Resolved,Merge,8,Seka O'Connolly,"BLACK HILLS SURGICAL HOSPITAL, LLP",Senior,72,161
771,2025-08-02,59301380,62807820,Internal Registration,6,Radiology,Ancillary,Registration Information,Duplicate registration attempt,Registration Process,Resolved,KND,13,Carlotta Frowing,BELLIN MEMORIAL HOSPITAL INC,Adult,85,14
772,2026-05-19,60556704,93283480,Emergency Department,5,Laboratory,Ancillary,Data Entry Error,Incorrect address entry,Address,Resolved,KND,13,Gilligan Elt,UNIVERSITY HOSPITALS CONNEAUT MEDICAL CENTER,Adult,88,59
773,2023-12-20,38421866,8691122,Internal Registration,1,Primary Care,Ambulatory,Data Entry Error,Transposed first/last name,Patient Name,Resolved,Split,7,Nata Milton-White,CASA GRANDE COMMUNITY HOSPITAL,Senior,70,14
774,2025-06-06,80466404,26688473,Call Center,1,Primary Care,Ambulatory,Registration Information,Duplicate registration attempt,Registration Process,Resolved,KND,4,Perrine Wadhams,MOSES LUDINGTON HOSPITAL PHARMACY,Pediatric,97,73
775,2025-09-18,74134716,54881562,Self-schedule,6,Radiology,Ancillary,Patient Input Error,Incorrect patient information,Other,Resolved,No Action Required,14,Boy Sivyour,SPENCER MUNICIPAL HOSPITAL,Pediatric,87,20
776,2025-03-03,86800590,15523927,Emergency Department,4,Specialty Clinics,Ambulatory,System Issue,System duplicate creation,System/Interface,Resolved,Split,14,Avivah Winny,PEMISCOT COUNTY MEMORIAL HOSPITAL,Adult,76,24
777,2023-10-17,86984633,97220624,Emergency Department,8,Behavioral Health,Behavioral Health,Data Entry Error,DOB typo,Date of Birth,In Progress,Pending,29,Jasmin Dumelow,JACKSON COUNTY SCHNECK MEMORIAL HOSPITAL,Pediatric,54,73
778,2025-10-07,45729882,1520015,Registration Kiosk,6,Radiology,Ancillary,Registration Information,Incomplete demographics,Demographics/Registration,Pending Review,Pending,19,Noel Broster,QUICK CARE FAMILY MEDICAL CENTER PC,Senior,98,54
779,2025-06-24,1459331,76759423,Internal Registration,2,Emergency Department,Emergency,Registration Information,Incomplete demographics,Demographics/Registration,Resolved,Split,5,Jarred Southernwood,MUSC HOSPITAL,Adult,88,20
780,2026-01-12,11807976,10175489,Self-schedule,1,Primary Care,Ambulatory,Data Entry Error,Transposed first/last name,Patient Name,Resolved,KND,15,Doralynne Ipplett,VICTORIA M MEDICAL CENTER CORP,Adult,65,18
781,2026-04-13,2882149,87034034,Internal Registration,8,Behavioral Health,Behavioral Health,Data Entry Error,DOB typo,Date of Birth,Resolved,Split,10,Isadore Wrightam,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,Adult,98,127
782,2024-04-29,27184509,57602546,Patient Portal,7,Inpatient,Inpatient,Data Entry Error,Name typo,Patient Name,Resolved,KND,7,Aurelia Larrington,PRESENCE CENTRAL AND SUBURBAN HOSPITALS NETWORK,Pediatric,90,42
783,2024-09-24,68306618,47974858,Internal Registration,7,Inpatient,Inpatient,Data Entry Error,Incorrect address entry,Address,Resolved,No Action Required,6,Bobby Baugham,THE ST THOMAS EAST END MEDICAL CENTER CORPORATION,Pediatric,93,19
784,2025-02-25,71092459,20831454,Self-schedule,8,Behavioral Health,Behavioral Health,System Issue,System duplicate creation,System/Interface,Resolved,Merge,6,Ham Sussems,AMICUS MEDICAL CENTER LLC,Senior,83,19
785,2024-09-25,30974600,64952714,Referral,8,Behavioral Health,Behavioral Health,Patient Input Error,Guardian entered own DOB,Date of Birth,Resolved,Split,8,Jimmy Harrowsmith,WEST WHARTON COUNTY HOSPITAL DISTRICT,Adult,78,11
786,2026-02-26,88332139,41991983,Referral,5,Laboratory,Ancillary,Data Entry Error,DOB typo,Date of Birth,In Progress,Pending,28,Kimball Greatham,CUMBERLAND COUNTY HOSPITAL SYSTEM INC,Adult,75,62
787,2024-10-10,94532871,37505731,Referral,6,Radiology,Ancillary,Workflow Issue,Registration workflow deviation,Workflow,Resolved,No Action Required,8,Laurie Griggs,EL CAMPO MEMORIAL HOSPITAL,Adult,61,7
788,2026-02-14,54852059,86145214,Emergency Department,4,Specialty Clinics,Ambulatory,Data Entry Error,Incorrect address entry,Address,Resolved,KND,13,Ora Bandey,DENVER HEALTH AND HOSPITAL AUTHORITY,Senior,96,91
789,2025-09-09,3516535,43203354,Self-schedule,6,Radiology,Ancillary,Data Entry Error,Transposed first/last name,Patient Name,Resolved,Merge,3,Bram Sebire,HENRY FORD MACOMB HOSPITAL CORPORATION,Senior,82,22
790,2026-02-24,1275568,92984658,Internal Registration,5,Laboratory,Ancillary,Data Entry Error,Incorrect address entry,Address,Resolved,No Action Required,4,Melinde Livezey,MISSION HOSPITAL INC,Adult,98,75
791,2024-05-06,99262956,59682691,Patient Portal,6,Radiology,Ancillary,Data Entry Error,Name typo,Patient Name,Resolved,KND,7,Pascal Nevins,"CITIZENS MEDICAL CENTER, INC",Adult,97,20
792,2025-04-06,28902993,44208829,Self-schedule,1,Primary Care,Ambulatory,System Issue,System duplicate creation,System/Interface,Resolved,KND,13,Ty Clegg,CHRISTIAN HOSPITAL NORTHEAST- NORTHWEST,Senior,99,9
793,2025-12-11,75818827,32775495,Internal Registration,1,Primary Care,Ambulatory,System Issue,Interface mapping error,System/Interface,In Progress,Pending,24,Edmund Conerding,TAI TRADITIONAL CHINESE MEDICAL CENTER.LLC,Adult,83,7
794,2026-04-15,30116042,64728468,Self-schedule,7,Inpatient,Inpatient,System Issue,Data synchronization issue,System/Interface,Resolved,KND,9,Lev Seamark,THE PRESBYTERIAN HOSPITAL,Senior,81,6
795,2024-07-21,96280290,65486479,Patient Portal,6,Radiology,Ancillary,System Issue,System duplicate creation,System/Interface,In Progress,Pending,8,Kilian Hair,SULLIVAN COUNTY MEMORIAL HOSPITAL,Adult,93,38
796,2026-05-26,51033267,8817767,Call Center,2,Emergency Department,Emergency,Registration Information,Incomplete demographics,Demographics/Registration,Resolved,Merge,10,Joseph Gozzett,"STARMED MEDICAL CENTER # 2, INC.",Adult,65,70
797,2025-03-16,31726229,92900962,Internal Registration,3,Urgent Care,Ambulatory,System Issue,System duplicate creation,System/Interface,Resolved,No Action Required,13,Sammie Domone,VALLEY VIEW HOSPITAL ASSOCIATION,Adult,82,38
798,2025-11-15,21269100,6961715,Emergency Department,4,Specialty Clinics,Ambulatory,Data Entry Error,DOB typo,Date of Birth,Resolved,No Action Required,13,Trumann Colcomb,HIGHLAND HOSPITAL OF ROCHESTER,Pediatric,91,36
799,2024-12-15,15855310,62801467,Emergency Department,3,Urgent Care,Ambulatory,System Issue,Data synchronization issue,System/Interface,Resolved,No Action Required,8,Forrester Espie,STEINEL UNIVERSITY MEDICAL CENTER,Adult,94,19
800,2026-04-13,28667742,20313937,Self-schedule,5,Laboratory,Ancillary,Data Entry Error,DOB typo,Date of Birth,Resolved,Split,2,Almeria Langeren,ST MARY'S HOSPITAL OF SUPERIOR,Pediatric,94,39
801,2025-06-27,73723092,20399497,Referral,5,Laboratory,Ancillary,Data Entry Error,Incorrect address entry,Address,Resolved,KND,1,Tasha Gellett,PEACHTREE MEDICAL CENTER,Senior,79,14
802,2023-12-20,26983296,92310594,Internal Registration,1,Primary Care,Ambulatory,Data Entry Error,Name typo,Patient Name,Resolved,Merge,8,Nicki Ruffy,ST. JOHN'S RIVERSIDE HOSPITAL-PATHOLOGY,Senior,62,125
803,2024-06-12,58710424,3924184,Self-schedule,6,Radiology,Ancillary,Workflow Issue,Skipped duplicate search,Workflow,Resolved,Split,8,Peterus Tiffin,NORTH SHORE UNIVERSITY HEALTHSYSTEMS EVANSTON HOSPITAL,Adult,44,42
804,2025-12-11,47970843,76692536,Internal Registration,2,Emergency Department,Emergency,Workflow Issue,Registration workflow deviation,Workflow,Resolved,KND,2,Verena Sarjeant,ST. LUKE'S HOSPITAL,Adult,83,49
805,2024-06-18,74902879,73245519,Emergency Department,8,Behavioral Health,Behavioral Health,Registration Information,Duplicate registration attempt,Registration Process,Resolved,Merge,1,Millisent Keer,"MCLEOD REGIONAL MEDICAL CENTER OF THE PEE DEE, INC.",Pediatric,100,20
806,2026-05-11,99383707,99975762,Internal Registration,2,Emergency Department,Emergency,System Issue,System duplicate creation,System/Interface,Resolved,Split,9,William Virgoe,FRANKLIN HOSPITAL DISTRICT,Adult,86,15
807,2025-12-18,62539949,54054578,Self-schedule,8,Behavioral Health,Behavioral Health,Data Entry Error,Transposed first/last name,Patient Name,Resolved,Merge,4,Aland Baswall,UCSF MEDICAL CENTER,Adult,66,8
808,2025-04-21,99925307,13899304,Internal Registration,8,Behavioral Health,Behavioral Health,Data Entry Error,DOB typo,Date of Birth,Resolved,Merge,7,Jacquelin Antushev,LESTER E. COX MEDICAL CENTERS,Adult,85,17
809,2024-03-02,5745160,4569608,Emergency Department,2,Emergency Department,Emergency,Registration Information,Missing insurance information,Insurance Information,Resolved,KND,14,Elita Crotty,DALLAS COUNTY HOSPITAL DISTRICT,Adult,87,25
810,2025-11-15,1890561,38976301,Internal Registration,1,Primary Care,Ambulatory,Registration Information,Missing insurance information,Insurance Information,Resolved,KND,4,Forester Garm,COLUMBUS COMMUNITY HOSPITAL,Senior,95,12
811,2024-08-15,36732690,95329368,Call Center,6,Radiology,Ancillary,Data Entry Error,Transposed first/last name,Patient Name,Resolved,Split,10,Lexie d' Elboux,"LITTLE RIVER MEDICAL CENTER, INC.",Adult,90,25
812,2025-03-13,45110637,18838018,Emergency Department,2,Emergency Department,Emergency,Registration Information,Duplicate registration attempt,Registration Process,Resolved,Split,12,Rica Blench,SOUTHERN WAKE MEDICAL CENTER,Adult,84,57
813,2025-10-02,63620190,68371007,Emergency Department,1,Primary Care,Ambulatory,Data Entry Error,Transposed first/last name,Patient Name,Resolved,No Action Required,11,Auria Gilbane,SOUTHERN MONTEREY COUNTY MEMORIAL HOSPITAL,Adult,93,61
814,2025-01-29,77095606,67488721,Internal Registration,3,Urgent Care,Ambulatory,Registration Information,Duplicate registration attempt,Registration Process,Pending Review,Pending,18,Haydon Wherrit,PANA COMMUNITY HOSPITAL ASSOCIATION,Adult,73,66
815,2026-05-13,22069758,73882145,Internal Registration,5,Laboratory,Ancillary,System Issue,Data synchronization issue,System/Interface,Resolved,Merge,8,Gaelan Maulden,MONTICELLO BIG LAKE HOSPITAL NURSING HOME,Adult,89,22
816,2023-09-17,41832102,44893247,Emergency Department,2,Emergency Department,Emergency,Data Entry Error,Name typo,Patient Name,Resolved,Merge,6,Aldridge Dixcee,"IREDELL MEMORIAL HOSPITAL, INCORPORATED",Senior,98,69
817,2026-02-12,37531261,53685279,Self-schedule,4,Specialty Clinics,Ambulatory,Data Entry Error,Name typo,Patient Name,Resolved,Merge,6,Olivie Pickerill,NAVY MEDICAL CENTER PORTSMOUTH,Adult,89,138
818,2025-09-05,97046222,28045749,Internal Registration,1,Primary Care,Ambulatory,Data Entry Error,Transposed first/last name,Patient Name,Resolved,Split,1,Celestyna Bartolommeo,LESTER E COX MEDICAL CENTERS,Pediatric,74,24
819,2023-09-05,67494611,40224049,Patient Portal,2,Emergency Department,Emergency,System Issue,Data synchronization issue,System/Interface,Resolved,KND,4,Townie Cullen,UNIVERSITY HOSPITAL AND MEDICAL CENTER,Senior,78,24
820,2024-10-04,28726275,39597842,Call Center,4,Specialty Clinics,Ambulatory,Data Entry Error,Name typo,Patient Name,Pending Review,Pending,5,Hyacinthe Karet,PINNACLE HEALTH HOSPITALS,Adult,90,15
821,2024-01-16,61900891,64988578,Patient Portal,2,Emergency Department,Emergency,Patient Input Error,Incorrect patient information,Other,Resolved,No Action Required,10,Betsy Kedie,"GREATER BALTIMORE MEDICAL CENTER, INC.",Adult,98,16
822,2024-11-01,57212483,34103632,Internal Registration,7,Inpatient,Inpatient,Data Entry Error,Transposed first/last name,Patient Name,Resolved,Merge,15,Bree McCraw,ST JOHN HOSPITAL CORPORATION,Adult,97,59
823,2024-09-11,92973629,41182035,Self-schedule,2,Emergency Department,Emergency,Workflow Issue,Skipped duplicate search,Workflow,Resolved,Merge,11,Eyde Riggeard,CARING MEDICAL CENTER PC,Senior,79,21
824,2025-12-18,39196382,17379474,Internal Registration,6,Radiology,Ancillary,System Issue,Data synchronization issue,System/Interface,Resolved,No Action Required,14,Madel Gamett,SAINT FRANCIS HOSPITAL,Adult,94,11
825,2026-04-19,16862022,83495288,Call Center,4,Specialty Clinics,Ambulatory,Workflow Issue,Registration workflow deviation,Workflow,Resolved,No Action Required,1,Tobye Zelake,"SOUTHSIDE MEDICAL CENTER, INC.",Adult,90,15
826,2024-01-09,91932740,50946225,Emergency Department,4,Specialty Clinics,Ambulatory,Registration Information,Incomplete demographics,Demographics/Registration,Resolved,No Action Required,12,Darrick Bamblett,CHILDRESS COUNTY HOSPITAL DISTRICT,Adult,62,213
827,2026-03-08,88028849,2299926,Internal Registration,4,Specialty Clinics,Ambulatory,Data Entry Error,Transposed first/last name,Patient Name,Resolved,No Action Required,7,Marco Byham,DEPARTMENT OF HEALTH AND HOSPITALS,Senior,56,22
828,2024-11-12,80634257,44442234,Self-schedule,1,Primary Care,Ambulatory,Registration Information,Duplicate registration attempt,Registration Process,Resolved,Split,14,Cordi Moro,JOHN DEMPSEY HOSPITAL,Adult,84,21
829,2026-02-28,37529486,43177121,Internal Registration,1,Primary Care,Ambulatory,Patient Input Error,Guardian entered own name,Patient Name,Resolved,Merge,12,Zonda Mullin,GAINESVILLE HOSPITAL DISTRICT,Adult,88,24
830,2026-06-20,18538177,3236820,Patient Portal,4,Specialty Clinics,Ambulatory,Workflow Issue,Skipped duplicate search,Workflow,Resolved,Split,4,Inesita Oxherd,"CULLMAN REGIONAL MEDICAL CENTER , INC.",Adult,75,23
831,2026-04-01,36610576,99148989,Emergency Department,2,Emergency Department,Emergency,Data Entry Error,Name typo,Patient Name,Resolved,No Action Required,5,Livvyy Grestye,NEW YORK CITY HEALTH AND HOSPITAL CORPORATION,Adult,89,18
832,2023-10-02,33892028,11845767,Emergency Department,4,Specialty Clinics,Ambulatory,System Issue,Data synchronization issue,System/Interface,Resolved,Merge,6,Salomi Paula,OLEAN GENERAL HOSPITAL,Adult,93,19
833,2024-09-30,32779040,45712947,Internal Registration,6,Radiology,Ancillary,Registration Information,Missing insurance information,Insurance Information,Resolved,Split,4,Flor Bushell,"ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TEXARKANA, INC.",Senior,80,50
834,2025-05-26,21208396,59138824,Call Center,4,Specialty Clinics,Ambulatory,Data Entry Error,Incorrect address entry,Address,In Progress,Pending,21,Siana Josephsen,CASTILE COMMUNITY MEDICAL CENTER,Adult,88,19
835,2026-03-23,58557004,12006523,Referral,1,Primary Care,Ambulatory,Data Entry Error,Incorrect address entry,Address,Resolved,KND,6,Fey Fautly,HEPHZIBAH PSYCHIATRY AND MEDICAL CENTER LLC,Senior,93,59
836,2025-01-15,50884020,11216665,Internal Registration,2,Emergency Department,Emergency,Data Entry Error,Name typo,Patient Name,Resolved,Split,2,Erhard Sparway,MCDONOUGH COUNTY HOSPITAL DISTRICT,Adult,86,14
837,2024-04-11,52707832,8920903,Internal Registration,4,Specialty Clinics,Ambulatory,Registration Information,Missing insurance information,Insurance Information,Resolved,Split,15,Giovanni Willcot,COMMUNITY HOSPITAL,Adult,46,47
838,2026-03-15,12099111,74382366,Internal Registration,2,Emergency Department,Emergency,Workflow Issue,Registration workflow deviation,Workflow,Resolved,Split,13,Anatollo Roberti,MID-JEFFERSON EXTENDED CARE HOSPITAL,Adult,88,187
839,2024-12-05,79883223,21032607,Self-schedule,3,Urgent Care,Ambulatory,Data Entry Error,Name typo,Patient Name,Resolved,KND,6,Sax Skip,TITUSVILLE AREA HOSPITAL,Adult,98,56
840,2025-03-27,18751170,20258875,Patient Portal,1,Primary Care,Ambulatory,Data Entry Error,Incorrect address entry,Address,In Progress,Pending,6,Anna-maria Leathley,MCHS HOSPITALS INC,Senior,74,41
841,2023-09-13,17210019,9040672,Emergency Department,8,Behavioral Health,Behavioral Health,Registration Information,Incomplete demographics,Demographics/Registration,Resolved,KND,1,Roseanne Frontczak,PROVIDENT HOSPITAL OF COOK COUNTY,Adult,87,67
842,2023-10-11,41531947,7385064,Internal Registration,3,Urgent Care,Ambulatory,Data Entry Error,Transposed first/last name,Patient Name,Resolved,Split,8,Alicia Crombleholme,ELMORE MEDICAL CENTER,Senior,87,131
843,2024-04-12,91483060,2683097,Call Center,3,Urgent Care,Ambulatory,Data Entry Error,Transposed first/last name,Patient Name,In Progress,Pending,11,Ambrosi Kulvear,NEBRASKA METHODIST HOSPITAL,Adult,82,22
844,2024-12-16,93692404,94401346,Emergency Department,3,Urgent Care,Ambulatory,Data Entry Error,DOB typo,Date of Birth,Resolved,Merge,12,Fawnia Steventon,CABARRUS MEMORIAL HOSPITAL,Adult,81,15
845,2024-01-28,10547143,75188489,Internal Registration,7,Inpatient,Inpatient,Data Entry Error,Incorrect address entry,Address,Resolved,Merge,3,Town Colleton,LESTER E COX MEDICAL CENTERS,Adult,84,52
846,2023-11-27,56640193,73986746,Emergency Department,5,Laboratory,Ancillary,Data Entry Error,DOB typo,Date of Birth,Resolved,Split,10,Tuesday Axston,MEMORIAL HOSPITAL OF CARBON COUNTY,Adult,87,24
847,2026-06-04,4019121,17970752,Internal Registration,8,Behavioral Health,Behavioral Health,Registration Information,Incomplete demographics,Demographics/Registration,Resolved,No Action Required,14,Rozelle Tumber,COMMUNITY HOSPITAL PREGNANCY PLUS,Adult,70,58
848,2025-06-03,21760472,27349690,Call Center,7,Inpatient,Inpatient,Data Entry Error,Incorrect address entry,Address,Resolved,Split,10,Rupert Kelemen,"ASCENSION VIA CHRISTI HOSPITAL PITTSBURG, INC.",Adult,100,7
849,2025-12-03,48239232,70431787,Self-schedule,8,Behavioral Health,Behavioral Health,Data Entry Error,Name typo,Patient Name,Resolved,KND,3,Jacob Kopps,RIVERSIDE REGIONAL MEDICAL CENTER,Adult,88,13
850,2024-11-18,18378905,31508087,Internal Registration,3,Urgent Care,Ambulatory,Workflow Issue,Registration workflow deviation,Workflow,Resolved,KND,13,Collete Shortcliffe,OHIO STATE UNIVERSITY MEDICAL CENTER,Adult,60,7
851,2025-09-06,21364893,49743648,Internal Registration,4,Specialty Clinics,Ambulatory,Registration Information,Duplicate registration attempt,Registration Process,Resolved,Merge,15,Benjie Targetter,GLENROCK HOSPITAL DISTRICT,Adult,74,62
852,2026-03-01,54986751,81935119,Internal Registration,6,Radiology,Ancillary,Data Entry Error,Incorrect address entry,Address,In Progress,Pending,1,Aubrie Fairham,HOSPITAL DEVELOPMENT CO.,Adult,100,46
853,2026-02-12,24411598,35242527,Internal Registration,4,Specialty Clinics,Ambulatory,Data Entry Error,Incorrect address entry,Address,Resolved,Split,9,Gerrard Bumford,"ALLIANCE MEDICAL CENTER, INC.",Adult,80,61
854,2024-03-30,8508106,92256886,Emergency Department,5,Laboratory,Ancillary,Data Entry Error,Name typo,Patient Name,Resolved,KND,14,Roobbie Wafer,OUR LAKE OF THE LAKE HOSPITAL INC,Pediatric,84,65
855,2024-03-09,70464544,73625879,Patient Portal,6,Radiology,Ancillary,Data Entry Error,Transposed first/last name,Patient Name,Resolved,KND,14,Anderson Widocks,ST LUKES REGIONAL MEDICAL CENTER,Adult,95,7
856,2026-01-05,53833226,58199472,Emergency Department,3,Urgent Care,Ambulatory,System Issue,Data synchronization issue,System/Interface,Resolved,KND,5,Nessi Radden,BIRMINGHAM VA MEDICAL CENTER,Unknown,92,38
857,2024-07-24,71239701,25228672,Registration Kiosk,4,Specialty Clinics,Ambulatory,Registration Information,Incomplete demographics,Demographics/Registration,Escalated,Pending,50,Archibald Aylwin,UNIVERSITY HOSPITAL,Adult,77,201
858,2025-01-28,26690094,82162946,Self-schedule,3,Urgent Care,Ambulatory,Patient Input Error,Incorrect patient information,Other,Resolved,Split,10,Katey McTerlagh,CHILDHOOD TRAUMA TREATMENT PROGRAM OF ADVOCATE HEALTH & HOSPITALS CORP,Adult,87,14
859,2025-12-17,43141303,7200375,Emergency Department,6,Radiology,Ancillary,Data Entry Error,DOB typo,Date of Birth,In Progress,Pending,27,Matias Boocock,LEAHI HOSPITAL,Adult,84,17
860,2025-10-20,23010734,36800681,Internal Registration,7,Inpatient,Inpatient,Data Entry Error,Transposed first/last name,Patient Name,Resolved,KND,2,Justina Leather,DLP HARRIS REGIONAL HOSPITAL LLC,Senior,92,10
861,2026-04-09,78611054,80498582,Call Center,5,Laboratory,Ancillary,Data Entry Error,DOB typo,Date of Birth,Resolved,KND,2,Latia Townrow,"RAINELLE MEDICAL CENTER, INC",Adult,86,8
862,2025-07-24,23758900,84368149,Referral,5,Laboratory,Ancillary,Patient Input Error,Guardian entered own name,Patient Name,Resolved,Merge,15,Ediva Kilmary,LESTER E COX MEDICAL CENTERS,Adult,95,51
863,2023-11-15,28369756,85600639,Self-schedule,5,Laboratory,Ancillary,Data Entry Error,DOB typo,Date of Birth,Resolved,Split,4,Robb Kaine,BOONE MEMORIAL HOSPITAL HOME CARE (HMKR),Adult,74,57
864,2025-11-29,41617896,36017409,Internal Registration,8,Behavioral Health,Behavioral Health,Data Entry Error,Transposed first/last name,Patient Name,Resolved,KND,8,Templeton Dalgety,"KALISPELL REGIONAL MEDICAL CENTER, INC",Adult,82,16
865,2025-12-18,63551034,42525901,Self-schedule,1,Primary Care,Ambulatory,Registration Information,Incomplete demographics,Demographics/Registration,Resolved,KND,14,Merci Bolmann,"NORTHWEST HOSPITALIST PHYSICIANS, LLP",Adult,81,15
866,2024-03-05,64682693,6854991,Emergency Department,7,Inpatient,Inpatient,System Issue,Data synchronization issue,System/Interface,Resolved,No Action Required,2,Karel Walaron,TAHOE FOREST HOSPITAL DISTRICT,Adult,70,13
867,2024-06-24,29817534,77588204,Internal Registration,1,Primary Care,Ambulatory,Data Entry Error,Name typo,Patient Name,Pending Review,Pending,3,Far Goede,TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,Adult,97,7
868,2025-12-22,851801,51705268,Emergency Department,7,Inpatient,Inpatient,Patient Input Error,Guardian entered own name,Patient Name,Resolved,No Action Required,4,Gilles Kubasiewicz,"UNIVERSITY HOSPITALS MEDICAL GROUP, INC.",Adult,84,20
869,2023-10-18,95022534,8530548,External Interface,5,Laboratory,Ancillary,Patient Input Error,Guardian entered own DOB,Date of Birth,Resolved,Split,11,Kalil Botfield,READING HOSPITAL,Senior,35,67
870,2024-02-01,4937153,40524668,Internal Registration,7,Inpatient,Inpatient,Data Entry Error,DOB typo,Date of Birth,In Progress,Pending,24,Alyss McPhee,RARITAN BAY MEDICAL CENTER,Adult,94,15
