duplicate_id,event_date,duplicate_mrn,original_mrn,source,department_id,department_name,service_line,contributory_factor_type,contributory_factors,primary_category,status,resolution_type,days_to_resolution,assigned_analyst,facility,patient_age_group,duplicate_score,investigation_time_minutes
7548,2025-12-24,69298901,63561612,Patient Portal,7,Inpatient,Inpatient,Workflow Issue,Registration workflow deviation,Workflow,Resolved,Merge,12,Danit Skirrow,"ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MONTGOMERY, INC.",Pediatric,86,17
7549,2024-11-17,98880114,97126985,Internal Registration,7,Inpatient,Inpatient,Patient Input Error,Guardian entered own name,Patient Name,Resolved,Merge,9,Ulrika Mulliner,CAROLINAS MEDICAL CENTER,Adult,38,22
7550,2024-01-14,6798849,22011445,Internal Registration,4,Specialty Clinics,Ambulatory,Data Entry Error,Name typo,Patient Name,Resolved,No Action Required,1,Virgil Ablott,"EXEMPLA, INC (ST. JOSEPH HOSPITAL)",Pediatric,95,35
7551,2024-07-09,90318142,20773272,Emergency Department,2,Emergency Department,Emergency,Registration Information,Missing insurance information,Insurance Information,Resolved,No Action Required,5,Fawnia Starsmeare,KEDREN ACUTE PSYCHIATRIC HOSPITAL,Pediatric,82,136
7552,2024-06-25,37095853,6884920,Internal Registration,1,Primary Care,Ambulatory,Data Entry Error,Incorrect address entry,Address,Resolved,Split,15,Libbi Ahrens,"PHYSICIANS COMMUNITY MEDICAL CENTER OAK FOREST, S.C.",Adult,88,21
7553,2024-12-17,73354508,30538045,Patient Portal,7,Inpatient,Inpatient,Workflow Issue,Registration workflow deviation,Workflow,Escalated,Pending,18,Dorree Hillock,SOUTH BROWARD HOSPITAL DISTRICT,Adult,72,50
7554,2025-11-04,76960570,69329771,Self-schedule,8,Behavioral Health,Behavioral Health,Data Entry Error,Name typo,Patient Name,Resolved,No Action Required,14,Benn Beausang,PINEVILLE COMMUNITY HOSPITAL ASSN INC,Adult,83,17
7555,2025-06-14,83947920,37936146,Call Center,8,Behavioral Health,Behavioral Health,Data Entry Error,Transposed first/last name,Patient Name,In Progress,Pending,21,Maible Cheshir,HARBOR HOSPITALISTS LLC,Senior,86,18
7556,2024-08-17,76101551,67228238,Call Center,8,Behavioral Health,Behavioral Health,Registration Information,Incomplete demographics,Demographics/Registration,Resolved,Merge,13,Mychal Olander,SOUTH BROWARD HOSPITAL DISTRICT,Adult,78,19
7557,2025-08-12,21447835,50113991,Internal Registration,4,Specialty Clinics,Ambulatory,Workflow Issue,Registration workflow deviation,Workflow,Resolved,Merge,1,Evelyn Battersby,THE CHARLOTTE-MECKLENBURG HOSPITAL AUTHORITY,Pediatric,100,9
7558,2024-08-03,42498809,46885893,Emergency Department,3,Urgent Care,Ambulatory,Registration Information,Incomplete demographics,Demographics/Registration,Escalated,Pending,30,Mellie Croughan,SCOTTSDALE MEDICAL CENTER PLC,Adult,94,41
7559,2025-12-11,85122955,13642106,Call Center,2,Emergency Department,Emergency,Data Entry Error,Transposed first/last name,Patient Name,Resolved,Merge,4,Josselyn Georgel,HCA PRESBYTERIAN/ST. LUKE'S MEDICAL CENTER,Adult,60,39
7560,2025-07-18,67735695,83478245,Emergency Department,8,Behavioral Health,Behavioral Health,System Issue,System duplicate creation,System/Interface,Resolved,KND,15,Dominik Youngs,"UNIVERSITY HOSPITALS MEDICAL GROUP, INC.",Adult,100,34
7561,2024-04-19,34868513,7206822,Self-schedule,5,Laboratory,Ancillary,System Issue,System duplicate creation,System/Interface,Resolved,Merge,2,Claudetta Sharpley,"MISSION HOSPITAL, INC.",Adult,91,188
7562,2025-11-09,42113806,77670746,Patient Portal,3,Urgent Care,Ambulatory,Data Entry Error,Name typo,Patient Name,Resolved,Split,11,Abbey O'Dyvoie,MEDICAL UNIVERSITY HOSPITAL AUTHORITY,Senior,88,22
7563,2024-01-29,49667506,39549200,Internal Registration,8,Behavioral Health,Behavioral Health,Workflow Issue,Skipped duplicate search,Workflow,Resolved,No Action Required,15,Florinda Delea,GOODALL-WITCHER HOSPITAL AUTHORITY,Senior,94,44
7564,2026-03-13,80520733,80697380,Emergency Department,7,Inpatient,Inpatient,Data Entry Error,Incorrect address entry,Address,Resolved,Split,10,Rozanne Blakiston,JOHN D DINGELL VA MEDICAL CENTER,Adult,87,20
7565,2025-07-18,83523733,32643566,Patient Portal,3,Urgent Care,Ambulatory,Registration Information,Missing insurance information,Insurance Information,Resolved,KND,15,Corine Brunsden,THE CHARLOTTE-MECKLENBURG HOSPITAL AUTHORITY,Pediatric,94,6
7566,2023-12-02,68447171,26634509,Internal Registration,2,Emergency Department,Emergency,Registration Information,Missing insurance information,Insurance Information,Resolved,Merge,10,Mitchael Jarrard,ABUNDANT WELLNESS AND MEDICAL CENTER INC,Adult,97,22
7567,2023-11-18,62496653,32694995,Internal Registration,7,Inpatient,Inpatient,Data Entry Error,Transposed first/last name,Patient Name,Resolved,Merge,4,Amberly Restorick,GREENWOOD LEFLORE HOSPITAL,Adult,89,19
7568,2025-03-20,29340701,73300686,Internal Registration,3,Urgent Care,Ambulatory,Registration Information,Missing insurance information,Insurance Information,Resolved,Merge,3,Shawna Berthomier,MAJOR HOSPITAL,Adult,84,25
7569,2024-07-26,83081103,54097261,Self-schedule,2,Emergency Department,Emergency,Data Entry Error,Incorrect address entry,Address,Resolved,No Action Required,6,Tasha Kettlesing,MYMICHIGAN MEDICAL CENTER GLADWIN,Pediatric,99,71
7570,2023-12-08,63651363,58474211,Call Center,4,Specialty Clinics,Ambulatory,Workflow Issue,Skipped duplicate search,Workflow,Resolved,No Action Required,15,Lemar Siggery,"WEST END MEDICAL CENTERS, THE FAMILY HEALTH CENTER @ BOLTON VILLAGE",Adult,99,11
7571,2025-01-09,57346237,38894697,Internal Registration,1,Primary Care,Ambulatory,Data Entry Error,Incorrect address entry,Address,Resolved,Split,7,Charity Bartolomeu,"VIBRA HOSPITAL OF WESTERN MASSACHUSETTS, LLC",Adult,89,16
7572,2024-06-20,91858638,82641040,Internal Registration,8,Behavioral Health,Behavioral Health,Data Entry Error,Incorrect address entry,Address,Resolved,No Action Required,12,Virge Joselin,LESTER E. COX MEDICAL CENTERS,Adult,80,23
7573,2023-11-18,42855899,15101910,Internal Registration,2,Emergency Department,Emergency,Workflow Issue,Registration workflow deviation,Workflow,Resolved,No Action Required,9,Maryanne Howard - Gater,ST BERNARD HOSPITAL & HEALTH CARE CENTER,Adult,82,19
7574,2025-05-21,68908416,64044988,Referral,7,Inpatient,Inpatient,Patient Input Error,Incorrect patient information,Other,Pending Review,Pending,17,Miner Konneke,INOVA LOUDOUN HOSPITAL,Adult,84,62
7575,2026-01-17,53692575,3658678,Internal Registration,8,Behavioral Health,Behavioral Health,System Issue,Interface mapping error,System/Interface,In Progress,Pending,26,Annissa Staden,"CONWAY REGIONAL MEDICAL CENTER, INC.",Adult,65,6
7576,2025-10-21,4501549,98274189,Self-schedule,8,Behavioral Health,Behavioral Health,Data Entry Error,Incorrect address entry,Address,Resolved,Split,13,Pauline Beaney,CHA HOLLYWOOD MEDICAL CENTER LP,Adult,75,147
7577,2025-11-22,50078137,9871701,Self-schedule,8,Behavioral Health,Behavioral Health,Registration Information,Incomplete demographics,Demographics/Registration,Resolved,KND,6,Aguistin Sibun,LAKE CUMBERLAND REGIONAL HOSPITAL LLC,Adult,80,16
7578,2025-01-07,99139796,34541270,Internal Registration,6,Radiology,Ancillary,System Issue,System duplicate creation,System/Interface,Resolved,No Action Required,5,Sharleen Pringell,SOUTHWEST MISSISSIPPI REGIONAL MEDICAL CENTER,Adult,88,6
7579,2024-04-20,59067780,61603494,Referral,3,Urgent Care,Ambulatory,Data Entry Error,Transposed first/last name,Patient Name,Resolved,KND,1,Alexis Pickston,HENRY FORD WYANDOTTE HOSPITAL,Adult,93,9
7580,2025-02-18,58875610,89793329,Internal Registration,1,Primary Care,Ambulatory,Data Entry Error,Name typo,Patient Name,Resolved,No Action Required,13,Alaster Jovicevic,"CITIZENS MEDICAL CENTER, INC",Adult,90,49
7581,2025-12-15,45752294,12650862,Call Center,5,Laboratory,Ancillary,System Issue,Data synchronization issue,System/Interface,Pending Review,Pending,20,Dougie Gloster,NOCONA HOSPITAL DISTRICT,Senior,83,61
7582,2024-12-28,82449385,27586948,Internal Registration,1,Primary Care,Ambulatory,Registration Information,Missing insurance information,Insurance Information,Resolved,No Action Required,9,Sissy Gonnelly,JOHNS HOPKINS HOSPITAL,Adult,59,21
7583,2025-06-26,47678666,74111168,Emergency Department,6,Radiology,Ancillary,Data Entry Error,Incorrect address entry,Address,Resolved,KND,12,Jacklyn Steed,MAUI MEMORIAL MEDICAL CENTER,Adult,96,51
7584,2026-02-21,7095984,43712525,Patient Portal,7,Inpatient,Inpatient,Data Entry Error,Transposed first/last name,Patient Name,In Progress,Pending,9,Karlene Basile,FAIRVIEW REGIONAL MEDICAL CENTER AUTHORITY,Adult,96,15
7585,2024-11-20,93454821,75644116,Self-schedule,6,Radiology,Ancillary,Workflow Issue,Registration workflow deviation,Workflow,Resolved,KND,10,Anthiathia Jacob,VIRGINIA MASON MEDICAL CENTER,Adult,94,62
7586,2024-10-02,20821928,72552854,Emergency Department,8,Behavioral Health,Behavioral Health,Registration Information,Incomplete demographics,Demographics/Registration,In Progress,Pending,3,Meris Gommey,"HAYS MEDICAL CENTER, INC.",Adult,84,12
7587,2024-09-18,58394381,21577107,Self-schedule,2,Emergency Department,Emergency,Data Entry Error,DOB typo,Date of Birth,Resolved,Merge,2,Belia Dearnaly,PRAIRIE DU CHIEN MEMORIAL HOSPITAL ASSOCIATION INC,Adult,83,196
7588,2026-06-06,913011,47377768,Self-schedule,1,Primary Care,Ambulatory,Registration Information,Duplicate registration attempt,Registration Process,Resolved,KND,1,Elly Erik,MCDOWELL HOSPITAL,Adult,96,20
7589,2026-06-13,94895639,95063099,Emergency Department,1,Primary Care,Ambulatory,Data Entry Error,Name typo,Patient Name,Resolved,Split,13,Sander Flatman,"DEACONESS HOSPITAL, INC",Pediatric,91,32
7590,2025-07-05,54437631,2558020,Internal Registration,3,Urgent Care,Ambulatory,System Issue,System duplicate creation,System/Interface,Resolved,Split,12,Jerrie Gadesby,"BSA HOSPITAL, LLC",Adult,79,9
7591,2026-03-09,17141343,79081888,Call Center,8,Behavioral Health,Behavioral Health,Patient Input Error,Guardian entered own DOB,Date of Birth,Resolved,Merge,5,Carce Shelvey,VALLEY VIEW HOSPITAL ASSOCIATION,Adult,96,11
7592,2023-10-06,49805392,61006742,Self-schedule,6,Radiology,Ancillary,Data Entry Error,Incorrect address entry,Address,Resolved,Split,10,Shem Fatharly,ASCENSION ST JOHN HOSPITAL,Adult,90,14
7593,2025-05-03,24185047,82966544,Emergency Department,2,Emergency Department,Emergency,System Issue,System duplicate creation,System/Interface,Pending Review,Pending,3,Shermie Wimsett,NEW LIBERTY HOSPITAL DISTRICT,Senior,94,75
7594,2025-03-24,1809437,38867111,Referral,2,Emergency Department,Emergency,Data Entry Error,Transposed first/last name,Patient Name,In Progress,Pending,8,Marthe Philbrook,SAINT JAMES HOSPITAL,Senior,73,12
7595,2025-04-13,61190330,23230188,Self-schedule,7,Inpatient,Inpatient,Registration Information,Missing insurance information,Insurance Information,Resolved,Split,3,Hannis Waliszek,HMH HOSPITALS CORPORATION,Adult,83,51
7596,2026-04-23,53911082,53494809,Self-schedule,6,Radiology,Ancillary,Patient Input Error,Guardian entered own DOB,Date of Birth,Resolved,Split,8,Pandora Munson,MOUNT SINAI HOSPITAL,Adult,61,59
7597,2026-04-12,23491351,56478183,Referral,3,Urgent Care,Ambulatory,Data Entry Error,Incorrect address entry,Address,Resolved,KND,8,Avrit Peatman,"MISSISSIPPI METHODIST HOSPITAL & REHABILITATION CENTER, INC.",Adult,95,60
7598,2026-03-27,45300935,80698266,Self-schedule,7,Inpatient,Inpatient,Data Entry Error,Incorrect address entry,Address,Pending Review,Pending,9,Catherin Tyt,ASHLEY MEDICAL CENTER,Adult,83,11
7599,2024-02-10,77269564,53154530,Self-schedule,7,Inpatient,Inpatient,Data Entry Error,Transposed first/last name,Patient Name,Resolved,No Action Required,11,Derrick Jayume,RHODE ISLAND HOSPITAL,Adult,86,12
7600,2025-06-04,38244176,45462661,Self-schedule,6,Radiology,Ancillary,Workflow Issue,Skipped duplicate search,Workflow,Resolved,Split,15,Berti Loxton,7622 MEDICAL CENTER DBA 1900 S.G. ASSOCIATES,Adult,85,73
7601,2025-09-05,69676323,96021802,Internal Registration,7,Inpatient,Inpatient,Data Entry Error,DOB typo,Date of Birth,Resolved,KND,6,Tyrus Harms,DESOTO HOSPITAL ASSOCIATION,Pediatric,78,58
7602,2023-10-02,37417470,91096778,Internal Registration,2,Emergency Department,Emergency,System Issue,Interface mapping error,System/Interface,Resolved,KND,4,Corty Siberry,ERIE COUNTY MEDICAL CENTER CORPORATION,Adult,96,23
7603,2023-12-23,40243094,61928609,Internal Registration,7,Inpatient,Inpatient,Registration Information,Duplicate registration attempt,Registration Process,Resolved,KND,15,Skipper Vickerstaff,MCKENZIE WILLAMETTE REGIONAL MEDICAL CENTER ASSOCIATES LLC,Pediatric,92,16
7604,2024-02-26,91177968,12702407,Internal Registration,4,Specialty Clinics,Ambulatory,Data Entry Error,Incorrect address entry,Address,Resolved,Split,4,Marthe Cadge,MUNISING MEMORIAL HOSPITAL ASSOCIATION,Adult,100,9
7605,2023-12-03,69962127,14223906,Internal Registration,4,Specialty Clinics,Ambulatory,Data Entry Error,DOB typo,Date of Birth,Resolved,No Action Required,1,Eugine Mayoh,CAROLINAS MEDICAL CENTER,Adult,84,13
7606,2024-10-19,65303357,1007137,Call Center,3,Urgent Care,Ambulatory,Data Entry Error,Incorrect address entry,Address,Resolved,KND,11,Audrye Cordier,PERFECT MEDICAL CENTER INC,Pediatric,85,23
7607,2025-01-11,41072272,20970572,Internal Registration,3,Urgent Care,Ambulatory,Data Entry Error,Transposed first/last name,Patient Name,Resolved,Split,15,Michaeline Yoell,PORTLAND VA MEDICAL CENTER,Adult,87,10
7608,2025-12-01,83359491,13297327,Patient Portal,7,Inpatient,Inpatient,Data Entry Error,Incorrect address entry,Address,Resolved,KND,13,Julina McOnie,ST. VINCENT'S CATHOLIC MEDICAL CENTER,Adult,93,21
7609,2024-11-23,96441524,26547906,Patient Portal,4,Specialty Clinics,Ambulatory,Registration Information,Duplicate registration attempt,Registration Process,Resolved,KND,4,Erasmus Iacofo,SOUTHERN ILLINOIS HOSPITAL SERVICES,Senior,99,15
7610,2026-01-13,49390419,55861702,Internal Registration,6,Radiology,Ancillary,System Issue,Data synchronization issue,System/Interface,In Progress,Pending,15,Abdul Buswell,BRONSON LAKEVIEW HOSPITAL,Adult,73,14
7611,2025-08-01,16741975,30112678,External Interface,1,Primary Care,Ambulatory,Workflow Issue,Skipped duplicate search,Workflow,Resolved,Split,10,Twyla Gawith,MONTEFIORE MEDICAL CENTER,Adult,96,165
7612,2025-08-13,86299443,58368867,Internal Registration,7,Inpatient,Inpatient,Data Entry Error,DOB typo,Date of Birth,Resolved,No Action Required,7,Dugald Adnett,MEMORIAL HOSPITAL AT GULFPORT,Adult,91,75
7613,2024-11-11,20461362,76305865,Call Center,6,Radiology,Ancillary,Data Entry Error,DOB typo,Date of Birth,Resolved,KND,1,Kerrill Adrain,SHRINERS HOSPITALS FOR CHILDREN,Pediatric,96,23
7614,2025-03-28,8757713,60710790,Self-schedule,2,Emergency Department,Emergency,Registration Information,Incomplete demographics,Demographics/Registration,Resolved,Merge,11,Marja Liverseege,WINTHROP UNIVERSITY HOSPITAL,Senior,71,55
7615,2024-08-18,36227065,35678694,Self-schedule,4,Specialty Clinics,Ambulatory,Patient Input Error,Guardian entered own name,Patient Name,Resolved,KND,3,Barth Fierman,"PRENTISS REGIONAL HOSPITAL AND EXTENDED CARE FACILITY, INC.",Adult,88,20
7616,2024-08-07,15285807,8496177,Internal Registration,6,Radiology,Ancillary,Registration Information,Incomplete demographics,Demographics/Registration,Resolved,No Action Required,5,Sayer Billson,"AESTHETIC AND REFRACTIVE SURGERY MEDICAL CENTER, INC.",Pediatric,72,7
7617,2024-10-04,50321676,61614837,Emergency Department,6,Radiology,Ancillary,Data Entry Error,DOB typo,Date of Birth,Resolved,KND,15,Flynn Verdie,"BINSON'S HOSPITAL SUPPLIES, INC.",Adult,90,11
7618,2026-02-17,12154876,79039779,Self-schedule,1,Primary Care,Ambulatory,Data Entry Error,Transposed first/last name,Patient Name,Resolved,No Action Required,4,Babbette Twelvetree,"KALISPELL REGIONAL MEDICAL CENTER, INC",Adult,80,52
7619,2026-05-25,67173478,41187915,Emergency Department,8,Behavioral Health,Behavioral Health,Data Entry Error,Transposed first/last name,Patient Name,Resolved,Split,7,Alan Brookes,LAKEWOOD HOSPITAL ASSOCIATION,Pediatric,80,91
7620,2026-03-12,28664184,74695362,Referral,1,Primary Care,Ambulatory,Registration Information,Incomplete demographics,Demographics/Registration,Resolved,Split,10,Celinka McCadden,ATLANTA HOSPITAL AUTHORITY,Senior,80,55
7621,2025-03-20,20522557,33298216,Referral,4,Specialty Clinics,Ambulatory,Data Entry Error,DOB typo,Date of Birth,Resolved,Merge,13,Pepe Duchateau,BROOKDALE UNIVERSITY MEDICAL CENTER,Adult,99,33
7622,2024-01-09,8945693,80513937,Self-schedule,4,Specialty Clinics,Ambulatory,Registration Information,Incomplete demographics,Demographics/Registration,Resolved,Merge,13,Hermina Satcher,MCALLEN HOSPITALS L P,Pediatric,98,16
7623,2025-12-27,67280551,53186780,Internal Registration,4,Specialty Clinics,Ambulatory,Patient Input Error,Guardian entered own name,Patient Name,Resolved,Split,15,Blanche Simm,MEDICAL CENTER OF SOUTHEAST OKLAHOMA,Pediatric,57,16
7624,2024-05-27,49880062,5012357,Registration Kiosk,8,Behavioral Health,Behavioral Health,Data Entry Error,Transposed first/last name,Patient Name,Resolved,Split,4,Melania Plaister,STANTON COUNTY HOSPITAL,Adult,91,19
7625,2025-05-01,84613589,8309718,Internal Registration,5,Laboratory,Ancillary,Data Entry Error,Incorrect address entry,Address,Pending Review,Pending,18,Raynor Woodsford,NEW HOPE OF LIFE MEDICAL CENTER INC,Senior,90,18
7626,2024-12-11,50481291,62442798,Call Center,7,Inpatient,Inpatient,Data Entry Error,Transposed first/last name,Patient Name,Resolved,Split,11,Gasper Hempshall,SCHEURER HOSPITAL,Adult,97,5
7627,2026-01-29,10430916,74160182,Emergency Department,6,Radiology,Ancillary,System Issue,Data synchronization issue,System/Interface,Resolved,Merge,11,Vic Chasles,SUBLETTE HOSPITAL DIST,Adult,86,7
7628,2025-08-09,65047835,4878062,Internal Registration,3,Urgent Care,Ambulatory,System Issue,Interface mapping error,System/Interface,Resolved,Split,1,Iris Fussie,ST LUKES-ROOSEVELT HOSPITAL CENTER,Senior,100,31
7629,2026-03-14,22113201,86471499,Internal Registration,4,Specialty Clinics,Ambulatory,Registration Information,Duplicate registration attempt,Registration Process,In Progress,Pending,5,Perice McCobb,WAKE FOREST UNIVERSITY BAPTIST MEDICAL CENTER COMMUNITY PHYSICIANS,Adult,86,38
7630,2023-12-04,76209795,45389231,Self-schedule,8,Behavioral Health,Behavioral Health,Data Entry Error,Name typo,Patient Name,Resolved,No Action Required,14,Josh Kilmary,BEAUFORT COUNTY MEMORIAL HOSPITAL,Adult,85,20
7631,2024-06-07,62195715,55134867,Emergency Department,2,Emergency Department,Emergency,Data Entry Error,Incorrect address entry,Address,Resolved,KND,7,Elset Severns,"FAMILY MEDICAL CENTER OF MICHIGAN,INC",Adult,91,21
7632,2025-05-12,15015087,66504668,Emergency Department,2,Emergency Department,Emergency,Data Entry Error,DOB typo,Date of Birth,Resolved,Split,13,Allison Mersey,"JENCARE NEIGHBORHOOD MEDICAL CENTER OAK LAWN, LLC",Adult,33,17
7633,2026-05-17,76113785,85132601,Self-schedule,6,Radiology,Ancillary,Data Entry Error,DOB typo,Date of Birth,Resolved,Merge,3,Bethanne Truin,APOLLO MEDICAL CENTER PLLC,Adult,82,47
7634,2025-03-07,12348473,19770980,Referral,6,Radiology,Ancillary,System Issue,Interface mapping error,System/Interface,In Progress,Pending,29,Regan Benning,W O MOSS REGIONAL MEDICAL CENTER,Adult,60,22
7635,2024-08-11,6144291,80309960,Internal Registration,7,Inpatient,Inpatient,Data Entry Error,DOB typo,Date of Birth,Resolved,Merge,9,Isabeau Mottershaw,BARNES-KASSON COUNTY HOSPITAL,Pediatric,92,25
7636,2024-06-08,83943874,98482164,Patient Portal,6,Radiology,Ancillary,Data Entry Error,DOB typo,Date of Birth,Resolved,Split,6,Terza Chetwind,"OSCEOLA REGIONAL HOSPITAL, INC.",Adult,95,60
7637,2024-04-28,45809881,9809461,Self-schedule,5,Laboratory,Ancillary,Data Entry Error,Name typo,Patient Name,In Progress,Pending,28,Rubie Corben,LITTLE COMPANYY OF MARY HOSPITAL OF INDIANA INC,Adult,94,24
7638,2023-10-07,49100306,26394996,Emergency Department,2,Emergency Department,Emergency,Data Entry Error,DOB typo,Date of Birth,Resolved,KND,5,Blinni Pidwell,LEO N LEVI MEMORIAL HOSPITAL,Pediatric,76,18
7639,2025-08-11,12598564,74517136,Internal Registration,4,Specialty Clinics,Ambulatory,Data Entry Error,DOB typo,Date of Birth,Resolved,No Action Required,11,Tad Melesk,FRANCISCAN HOSPITAL FOR CHILDREN,Adult,71,17
7640,2024-04-16,6489303,55467133,Internal Registration,3,Urgent Care,Ambulatory,Data Entry Error,Name typo,Patient Name,Resolved,KND,11,Tulley McClements,MERCY HOSPITAL OF KANSAS INC,Pediatric,96,19
7641,2025-11-03,7618937,20670107,Internal Registration,7,Inpatient,Inpatient,Registration Information,Duplicate registration attempt,Registration Process,Resolved,No Action Required,12,Nick Dutteridge,OCEANS BEHAVIORAL HOSPITAL OF WACO LLC,Adult,87,22
7642,2024-12-03,31399883,28561726,Referral,3,Urgent Care,Ambulatory,Patient Input Error,Guardian entered own name,Patient Name,Resolved,Merge,14,Clarette Tankus,SMYTH COUNTY COMMUNITY HOSPITAL,Adult,99,13
7643,2023-09-09,9393407,20838671,Call Center,6,Radiology,Ancillary,System Issue,System duplicate creation,System/Interface,Resolved,Split,13,Wake McCoughan,NEWARK BETH ISRAEL MEDICAL CENTER,Adult,63,56
7644,2025-11-18,68258288,84245159,Emergency Department,4,Specialty Clinics,Ambulatory,System Issue,Interface mapping error,System/Interface,Resolved,KND,3,Abigale Gresham,HERRICK MEDICAL CENTER,Pediatric,37,6
7645,2024-05-09,33622117,41703584,Internal Registration,3,Urgent Care,Ambulatory,System Issue,Interface mapping error,System/Interface,Resolved,No Action Required,5,Norbie Castello,CLEVELAND REGIONAL MEDICAL CENTER-CARE SOLUTIONS,Pediatric,88,200
7646,2025-04-28,90746768,11663213,Internal Registration,4,Specialty Clinics,Ambulatory,Workflow Issue,Registration workflow deviation,Workflow,Pending Review,Pending,9,Von Dominici,"KALISPELL REGIONAL MEDICAL CENTER, INC",Adult,79,9
7647,2025-08-18,79631435,42772650,Internal Registration,5,Laboratory,Ancillary,Data Entry Error,Name typo,Patient Name,Resolved,Split,9,Amargo Kirlin,LA SANTE MEDICAL CENTER INC,Adult,83,146
7648,2025-04-30,52924823,53030298,Emergency Department,8,Behavioral Health,Behavioral Health,Data Entry Error,DOB typo,Date of Birth,Resolved,KND,3,Dina Edgett,SPRING MEDICAL CENTER PLLC,Adult,51,56
7649,2024-12-16,86227461,31876343,Internal Registration,7,Inpatient,Inpatient,Data Entry Error,Transposed first/last name,Patient Name,Resolved,Merge,15,Loydie Brewer,MERCY HEALTH - DEFIANCE HOSPITAL LLC,Adult,94,51
7650,2025-03-27,99125365,70071176,Internal Registration,3,Urgent Care,Ambulatory,Data Entry Error,Name typo,Patient Name,Resolved,Merge,12,Cary McNaughton,"MARTIN MEDICAL CENTER, INC",Senior,92,7
7651,2025-04-25,28035965,48772500,Internal Registration,3,Urgent Care,Ambulatory,System Issue,Interface mapping error,System/Interface,Resolved,KND,7,Moises Lovewell,BAYSHORE HOSPITAL,Senior,98,137
7652,2024-05-04,4146869,11815382,Emergency Department,5,Laboratory,Ancillary,Registration Information,Incomplete demographics,Demographics/Registration,Resolved,Split,2,Dillie Cammacke,THE CHAMBERSBURG HOSPITAL,Senior,70,6
7653,2025-10-20,86358732,14676537,Self-schedule,8,Behavioral Health,Behavioral Health,Registration Information,Duplicate registration attempt,Registration Process,Resolved,KND,9,Ban Finnimore,KENT COUNTY MEMORIAL HOSPITAL,Adult,90,21
7654,2025-02-15,47862107,18515805,Internal Registration,2,Emergency Department,Emergency,Data Entry Error,Name typo,Patient Name,Resolved,Split,4,Renae Lange,ALBERT EINSTEIN MEDICAL CENTER,Adult,93,13
7655,2023-09-10,3165275,88309877,Self-schedule,6,Radiology,Ancillary,Registration Information,Duplicate registration attempt,Registration Process,Resolved,Split,8,Page Collman,EMANUEL COUNTY HOSPITAL AUTHORITY,Senior,97,70
7656,2024-03-05,14352015,55702053,Emergency Department,7,Inpatient,Inpatient,Registration Information,Missing insurance information,Insurance Information,Pending Review,Pending,16,Brooke Duckels,MEDICAL UNIVERSITY HOSPITAL AUTHORITY,Adult,98,6
7657,2025-05-28,73389695,36787936,Internal Registration,2,Emergency Department,Emergency,Data Entry Error,DOB typo,Date of Birth,Resolved,No Action Required,4,Jobina Arter,SHERIDAN COMMUNITY HOSPITAL,Adult,81,18
7658,2024-08-02,59903143,91362911,Emergency Department,2,Emergency Department,Emergency,Registration Information,Incomplete demographics,Demographics/Registration,Pending Review,Pending,3,Sunny Oxbe,APEX HEALTHCARE MEDICAL CENTER INC,Adult,100,11
7659,2025-12-24,27481733,26110967,Internal Registration,2,Emergency Department,Emergency,Data Entry Error,Name typo,Patient Name,Resolved,Merge,8,Jamey Sterman,"BON SECOURS-ST. MARY'S HOSPITAL OF RICHMOND, INC.",Adult,64,16
7660,2025-08-05,93300480,65403797,Call Center,6,Radiology,Ancillary,Patient Input Error,Incorrect patient information,Other,Resolved,Merge,8,Jourdain Toffanelli,NANCY GERMANY MD AND WILLIS-MEDICAL CENTER,Adult,95,16
7661,2024-02-04,58360463,64188756,Internal Registration,6,Radiology,Ancillary,Workflow Issue,Skipped duplicate search,Workflow,Resolved,No Action Required,10,Elga Stanway,JAMAICA HOSPITAL,Adult,89,11
7662,2024-06-27,17803768,51945324,Call Center,2,Emergency Department,Emergency,Data Entry Error,Transposed first/last name,Patient Name,Resolved,KND,2,Riane Grinter,RENOWN REGIONAL MEDICAL CENTER,Senior,81,22
7663,2024-08-14,2887698,85803917,Internal Registration,2,Emergency Department,Emergency,System Issue,System duplicate creation,System/Interface,Resolved,Merge,10,Fritz Donwell,GEISINGER MEDICAL CENTER,Adult,84,75
7664,2024-05-09,63349394,25795344,Self-schedule,6,Radiology,Ancillary,Data Entry Error,Incorrect address entry,Address,Resolved,No Action Required,5,Flory Hebditch,ST JOSEPH MERCY HOSPITAL,Pediatric,83,9
7665,2024-05-20,10554285,78311601,Emergency Department,8,Behavioral Health,Behavioral Health,Data Entry Error,Name typo,Patient Name,Resolved,Split,15,Joelle Laherty,"BROCKTON HOSPITAL, INC.",Adult,96,18
7666,2025-03-14,54945188,77837702,Emergency Department,8,Behavioral Health,Behavioral Health,Registration Information,Incomplete demographics,Demographics/Registration,Resolved,Merge,4,Gusella Rennard,BARTLETT REGIONAL HOSPITAL,Adult,81,5
7667,2024-06-27,8110663,52298212,Internal Registration,2,Emergency Department,Emergency,Data Entry Error,Name typo,Patient Name,Resolved,Split,8,Reinhold Shah,ST LUKES REGIONAL MEDICAL CENTER,Senior,93,50
7668,2025-07-21,99716877,97566927,Internal Registration,5,Laboratory,Ancillary,Workflow Issue,Registration workflow deviation,Workflow,Resolved,No Action Required,1,Mario Bedo,NEXT LEVEL MEDICAL CENTER LLC,Adult,91,171
